year,month,day,hour,minute,velocidad_viento@98m,direccion_viento@98m,temperatura,humedad_relativa,presion
2008,5,3,22,0,6.73,51.0,25.8,95.3,1007.995
2008,5,3,23,0,6.64,55.0,25.8,95.3,1008.857
2008,5,4,0,0,6.57,59.6,25.8,95.3,1010.103
2008,5,4,1,0,6.5,63.4,25.9,95.3,1010.979
2008,5,4,2,0,6.26,65.5,25.8,95.6,1011.426
2008,5,4,3,0,5.96,68.0,25.8,96.0,1011.66
2008,5,4,4,0,5.64,72.4,25.8,96.2,1011.866
2008,5,4,5,0,5.92,76.6,25.7,96.3,1011.019
2008,5,4,6,0,6.72,79.4,25.7,95.5,1010.746
2008,5,4,7,0,7.27,80.2,25.2,95.9,1010.251
2008,5,4,8,0,7.1,81.1,25.0,96.3,1010.188
2008,5,4,9,0,6.88,84.3,25.1,96.3,1010.354
2008,5,4,10,0,5.95,87.9,25.0,96.6,1010.618
2008,5,4,11,0,6.01,90.0,25.2,96.4,1011.119
2008,5,4,12,0,6.14,94.3,25.2,96.1,1011.914
2008,5,4,13,0,6.24,97.4,25.2,95.6,1012.009
2008,5,4,14,0,6.07,96.3,25.2,95.3,1012.574
2008,5,4,15,0,5.65,90.8,25.3,95.0,1012.694
2008,5,4,16,0,5.22,78.1,25.4,94.9,1012.306
2008,5,4,17,0,5.45,63.5,25.6,95.0,1011.75
2008,5,4,18,0,6.27,56.4,25.5,95.6,1010.908
2008,5,4,19,0,7.02,51.8,25.6,95.8,1009.916
2008,5,4,20,0,7.02,50.5,25.6,96.1,1009.192
2008,5,4,21,0,6.77,51.5,25.6,96.3,1009.181
2008,5,4,22,0,6.25,57.6,25.6,96.9,1009.456
2008,5,4,23,0,6.0,60.8,25.6,97.1,1010.017
2008,5,5,0,0,5.97,61.8,25.6,97.1,1010.772
2008,5,5,1,0,5.88,66.8,25.6,97.1,1011.618
2008,5,5,2,0,6.07,68.4,25.6,97.2,1012.188
2008,5,5,3,0,6.16,68.3,25.6,97.2,1012.549
2008,5,5,4,0,6.38,69.4,25.5,97.0,1012.587
2008,5,5,5,0,6.48,69.5,25.5,96.9,1011.936
2008,5,5,6,0,6.71,70.6,25.3,97.0,1011.398
2008,5,5,7,0,7.29,74.9,25.3,97.0,1010.906
2008,5,5,8,0,7.52,73.9,25.1,97.1,1010.557
2008,5,5,9,0,7.93,74.5,25.3,96.7,1010.366
2008,5,5,10,0,6.33,78.6,24.9,97.6,1010.937
2008,5,5,11,0,6.72,78.8,25.0,97.5,1011.123
2008,5,5,12,0,7.0,81.4,25.0,97.4,1011.854
2008,5,5,13,0,6.99,83.4,25.0,97.3,1012.288
2008,5,5,14,0,6.89,85.0,25.1,96.9,1012.711
2008,5,5,15,0,6.55,84.9,25.1,97.3,1012.71
2008,5,5,16,0,6.26,81.4,25.2,97.2,1012.421
2008,5,5,17,0,6.16,73.8,25.3,97.2,1011.949
2008,5,5,18,0,6.39,66.4,25.5,96.8,1011.558
2008,5,5,19,0,6.99,56.5,25.5,97.0,1010.232
2008,5,5,20,0,7.42,53.7,25.4,97.1,1009.772
2008,5,5,21,0,7.49,56.8,25.3,97.2,1009.839
2008,5,5,22,0,6.94,57.2,25.3,97.4,1009.726
2008,5,5,23,0,7.48,62.3,25.3,97.5,1010.385
2008,5,6,0,0,7.33,66.7,25.3,97.6,1011.304
2008,5,6,1,0,7.55,68.6,25.4,97.0,1011.803
2008,5,6,2,0,7.82,72.1,25.4,97.0,1012.587
2008,5,6,3,0,7.97,72.3,25.4,97.0,1012.842
2008,5,6,4,0,8.48,73.0,25.4,97.0,1012.586
2008,5,6,5,0,8.34,75.0,25.2,97.1,1012.083
2008,5,6,6,0,8.85,78.0,25.2,97.5,1011.248
2008,5,6,7,0,8.91,81.0,25.1,97.7,1010.444
2008,5,6,8,0,8.65,82.2,25.1,97.8,1009.956
2008,5,6,9,0,8.66,81.4,25.0,97.8,1009.794
2008,5,6,10,0,9.46,86.4,25.4,96.7,1010.475
2008,5,6,11,0,9.18,86.0,25.5,96.8,1010.597
2008,5,6,12,0,9.2,85.6,25.6,96.8,1010.765
2008,5,6,13,0,9.08,83.1,25.6,96.9,1011.476
2008,5,6,14,0,8.9,82.4,25.7,96.7,1011.856
2008,5,6,15,0,9.1,83.0,25.9,96.6,1012.027
2008,5,6,16,0,8.84,81.2,26.0,96.4,1011.973
2008,5,6,17,0,9.09,79.4,26.0,96.4,1011.175
2008,5,6,18,0,9.22,76.6,26.2,96.4,1010.474
2008,5,6,19,0,8.68,73.1,25.9,96.9,1009.338
2008,5,6,20,0,8.66,70.5,26.0,96.9,1008.965
2008,5,6,21,0,8.56,70.3,25.9,97.1,1008.429
2008,5,6,22,0,9.18,72.4,25.7,97.5,1008.004
2008,5,6,23,0,8.99,70.9,25.8,97.6,1008.568
2008,5,7,0,0,9.05,72.0,25.8,97.7,1009.457
2008,5,7,1,0,9.19,74.8,25.8,97.8,1010.257
2008,5,7,2,0,9.4,77.4,25.9,97.5,1010.831
2008,5,7,3,0,9.76,80.3,25.9,97.6,1011.309
2008,5,7,4,0,9.96,82.8,25.8,97.9,1011.223
2008,5,7,5,0,9.99,85.4,25.7,97.9,1010.795
2008,5,7,6,0,8.82,86.7,25.7,97.8,1010.126
2008,5,7,7,0,8.82,86.4,25.6,97.7,1009.278
2008,5,7,8,0,8.91,85.8,25.5,97.7,1008.641
2008,5,7,9,0,9.35,87.7,25.5,97.7,1009.082
2008,5,7,10,0,9.19,88.3,25.7,97.6,1009.803
2008,5,7,11,0,9.04,82.1,25.8,97.5,1009.749
2008,5,7,12,0,9.22,78.9,25.8,97.4,1010.071
2008,5,7,13,0,9.51,77.8,25.8,97.3,1010.598
2008,5,7,14,0,9.72,78.1,25.9,97.2,1010.609
2008,5,7,15,0,9.77,78.8,26.1,97.0,1010.668
2008,5,7,16,0,10.32,79.7,26.2,96.6,1010.546
2008,5,7,17,0,10.55,80.8,26.4,96.2,1009.659
2008,5,7,18,0,10.58,81.5,26.3,96.3,1008.865
2008,5,7,19,0,10.62,79.3,26.2,96.8,1008.068
2008,5,7,20,0,10.09,76.4,26.0,97.2,1007.321
2008,5,7,21,0,10.06,75.6,26.0,97.3,1007.418
2008,5,7,22,0,9.82,75.5,25.9,97.5,1007.344
2008,5,7,23,0,10.23,73.1,25.8,97.7,1007.334
2008,5,8,0,0,10.11,73.2,25.9,97.7,1008.454
2008,5,8,1,0,10.32,76.6,25.9,97.5,1008.976
2008,5,8,2,0,10.96,77.9,25.9,97.3,1009.672
2008,5,8,3,0,10.89,81.6,25.9,97.2,1009.924
2008,5,8,4,0,10.22,83.0,25.8,97.2,1010.006
2008,5,8,5,0,10.17,84.9,25.8,97.2,1009.391
2008,5,8,6,0,9.99,83.0,25.8,97.1,1009.065
2008,5,8,7,0,9.96,85.5,25.8,97.2,1008.807
2008,5,8,8,0,9.95,87.4,25.8,97.2,1008.73
2008,5,8,9,0,10.03,87.0,25.7,97.3,1008.924
2008,5,8,10,0,9.6,88.5,25.8,97.7,1008.981
2008,5,8,11,0,9.72,86.7,25.7,97.7,1008.652
2008,5,8,12,0,10.18,86.0,25.8,97.7,1009.742
2008,5,8,13,0,10.09,85.1,25.8,97.7,1009.906
2008,5,8,14,0,10.36,86.5,25.9,97.7,1010.451
2008,5,8,15,0,10.65,87.3,26.2,97.1,1010.354
2008,5,8,16,0,11.06,85.9,26.4,96.6,1009.977
2008,5,8,17,0,11.32,85.7,26.6,96.4,1009.259
2008,5,8,18,0,11.17,86.3,26.6,96.4,1008.636
2008,5,8,19,0,10.95,84.7,26.5,96.6,1007.782
2008,5,8,20,0,11.04,81.4,26.4,96.8,1007.011
2008,5,8,21,0,11.47,79.3,26.4,96.9,1007.091
2008,5,8,22,0,11.35,76.7,26.3,97.0,1007.535
2008,5,8,23,0,11.62,77.2,26.2,97.1,1008.234
2008,5,9,0,0,11.85,80.1,26.2,97.0,1009.178
2008,5,9,1,0,12.01,83.3,26.2,97.0,1009.58
2008,5,9,2,0,12.09,84.4,26.1,97.0,1010.186
2008,5,9,3,0,12.11,85.7,26.1,97.0,1010.494
2008,5,9,4,0,11.92,85.0,26.1,97.0,1010.482
2008,5,9,5,0,11.42,84.1,25.9,97.2,1010.271
2008,5,9,6,0,10.59,83.7,25.8,97.3,1010.247
2008,5,9,7,0,9.82,85.0,25.7,97.2,1010.046
2008,5,9,8,0,10.61,86.8,25.7,97.3,1009.651
2008,5,9,9,0,11.24,89.2,25.7,97.3,1009.796
2008,5,9,10,0,9.84,92.1,25.9,97.3,1009.459
2008,5,9,11,0,9.99,93.2,25.9,97.2,1009.902
2008,5,9,12,0,10.0,93.3,26.0,97.1,1010.668
2008,5,9,13,0,10.09,93.0,26.0,97.1,1010.814
2008,5,9,14,0,10.41,92.8,26.0,97.0,1011.397
2008,5,9,15,0,10.07,91.4,26.2,97.0,1011.481
2008,5,9,16,0,9.87,88.5,26.4,96.5,1011.27
2008,5,9,17,0,10.11,84.7,26.5,96.3,1010.694
2008,5,9,18,0,10.23,80.4,26.4,96.4,1010.159
2008,5,9,19,0,10.55,77.9,26.2,96.8,1009.525
2008,5,9,20,0,10.84,75.3,26.0,97.3,1009.085
2008,5,9,21,0,10.31,72.4,26.0,97.3,1008.508
2008,5,9,22,0,11.08,72.9,26.0,97.6,1008.808
2008,5,9,23,0,10.8,72.1,25.8,97.7,1009.31
2008,5,10,0,0,10.96,73.2,25.8,97.5,1010.216
2008,5,10,1,0,11.17,75.6,25.8,97.4,1010.904
2008,5,10,2,0,11.14,78.6,25.8,97.3,1011.462
2008,5,10,3,0,11.3,83.1,25.8,97.3,1012.139
2008,5,10,4,0,11.21,87.1,25.7,97.1,1011.852
2008,5,10,5,0,11.03,90.0,25.6,96.9,1011.306
2008,5,10,6,0,10.76,92.5,25.5,96.9,1010.901
2008,5,10,7,0,10.74,91.7,25.4,97.0,1010.539
2008,5,10,8,0,10.98,90.1,25.4,97.0,1010.389
2008,5,10,9,0,10.79,90.2,25.4,97.1,1010.417
2008,5,10,10,0,10.36,94.3,25.7,97.0,1010.91
2008,5,10,11,0,10.46,90.1,25.7,96.9,1011.121
2008,5,10,12,0,10.77,86.1,25.8,96.8,1011.547
2008,5,10,13,0,10.78,83.5,25.9,96.6,1011.793
2008,5,10,14,0,10.91,82.3,26.1,96.2,1011.931
2008,5,10,15,0,10.77,81.5,26.2,95.9,1011.947
2008,5,10,16,0,10.43,78.3,26.3,95.9,1011.434
2008,5,10,17,0,10.46,75.8,26.3,96.0,1011.16
2008,5,10,18,0,10.56,75.1,26.3,96.1,1010.668
2008,5,10,19,0,10.53,74.2,26.3,95.9,1009.749
2008,5,10,20,0,10.51,73.2,26.3,95.7,1009.282
2008,5,10,21,0,10.62,73.8,26.3,95.6,1008.891
2008,5,10,22,0,10.55,75.6,26.4,96.5,1008.979
2008,5,10,23,0,10.75,77.0,26.3,96.6,1009.479
2008,5,11,0,0,10.56,77.7,26.3,96.7,1009.914
2008,5,11,1,0,10.74,79.4,26.3,96.7,1010.481
2008,5,11,2,0,10.8,81.7,26.3,96.5,1010.923
2008,5,11,3,0,10.56,84.8,26.3,96.5,1011.356
2008,5,11,4,0,10.26,87.7,26.2,96.6,1011.306
2008,5,11,5,0,10.27,90.3,26.1,96.6,1011.26
2008,5,11,6,0,10.37,93.3,26.0,96.7,1011.204
2008,5,11,7,0,10.25,94.3,25.9,96.9,1010.444
2008,5,11,8,0,10.46,93.6,25.9,96.9,1010.411
2008,5,11,9,0,10.75,93.0,25.9,96.9,1010.443
2008,5,11,10,0,11.08,92.3,25.8,96.5,1010.852
2008,5,11,11,0,11.28,93.9,25.8,96.4,1011.028
2008,5,11,12,0,10.5,93.8,25.9,96.5,1011.522
2008,5,11,13,0,10.22,92.5,25.9,96.5,1012.043
2008,5,11,14,0,9.97,90.6,26.0,96.4,1012.138
2008,5,11,15,0,9.35,87.2,26.2,96.3,1011.995
2008,5,11,16,0,9.08,84.7,26.3,96.4,1011.8
2008,5,11,17,0,9.4,80.8,26.4,96.4,1011.094
2008,5,11,18,0,9.27,74.6,26.3,96.7,1010.554
2008,5,11,19,0,9.17,69.5,26.3,96.9,1009.844
2008,5,11,20,0,9.22,66.0,26.1,97.1,1009.704
2008,5,11,21,0,9.32,64.6,26.0,97.1,1009.517
2008,5,11,22,0,9.29,65.1,26.0,97.2,1009.496
2008,5,11,23,0,9.47,66.4,25.9,97.4,1009.683
2008,5,12,0,0,9.38,68.8,25.9,97.3,1010.407
2008,5,12,1,0,9.45,72.5,25.9,97.2,1011.315
2008,5,12,2,0,9.22,77.8,25.9,97.1,1011.782
2008,5,12,3,0,8.92,82.0,25.9,97.1,1012.369
2008,5,12,4,0,8.85,82.8,25.8,97.2,1012.239
2008,5,12,5,0,9.93,84.8,25.8,97.0,1011.905
2008,5,12,6,0,10.89,87.7,25.7,97.1,1011.444
2008,5,12,7,0,10.46,90.9,25.6,97.1,1011.362
2008,5,12,8,0,10.49,93.6,25.6,97.2,1011.104
2008,5,12,9,0,10.29,95.0,25.6,97.1,1011.349
2008,5,12,10,0,9.61,94.3,25.7,96.9,1011.572
2008,5,12,11,0,9.43,92.4,25.7,96.8,1012.179
2008,5,12,12,0,9.48,91.6,25.8,96.9,1012.213
2008,5,12,13,0,9.59,88.9,25.8,96.8,1012.744
2008,5,12,14,0,9.44,87.8,26.0,96.7,1012.937
2008,5,12,15,0,8.88,85.3,26.1,96.5,1012.832
2008,5,12,16,0,8.52,80.5,26.2,96.6,1012.505
2008,5,12,17,0,8.23,77.2,26.3,96.6,1012.179
2008,5,12,18,0,8.2,72.0,26.3,96.8,1011.416
2008,5,12,19,0,8.45,68.4,26.2,96.9,1010.607
2008,5,12,20,0,8.77,66.7,26.2,96.9,1010.081
2008,5,12,21,0,8.86,67.0,26.1,97.1,1009.568
2008,5,12,22,0,9.33,68.0,26.0,97.3,1009.206
2008,5,12,23,0,8.8,67.1,25.9,97.6,1009.749
2008,5,13,0,0,8.79,66.8,25.9,97.6,1010.413
2008,5,13,1,0,8.55,70.0,25.9,97.6,1011.262
2008,5,13,2,0,8.66,74.4,25.9,97.7,1011.819
2008,5,13,3,0,8.87,76.5,25.9,97.6,1012.116
2008,5,13,4,0,8.52,77.4,25.8,97.8,1012.131
2008,5,13,5,0,8.53,79.6,25.7,97.7,1011.871
2008,5,13,6,0,8.84,83.6,25.6,97.7,1011.594
2008,5,13,7,0,9.22,85.9,25.6,97.7,1011.182
2008,5,13,8,0,9.57,85.3,25.5,97.7,1010.608
2008,5,13,9,0,9.72,84.4,25.5,97.7,1010.758
2008,5,13,10,0,9.94,86.9,25.7,97.2,1011.191
2008,5,13,11,0,9.97,87.7,25.7,97.1,1011.662
2008,5,13,12,0,9.75,87.7,25.7,97.0,1012.326
2008,5,13,13,0,9.55,87.9,25.8,97.0,1012.704
2008,5,13,14,0,9.31,87.5,25.9,96.9,1012.872
2008,5,13,15,0,9.02,85.2,26.1,96.8,1012.702
2008,5,13,16,0,8.45,81.3,26.1,96.7,1012.162
2008,5,13,17,0,8.15,76.8,26.2,96.5,1011.698
2008,5,13,18,0,8.18,73.1,26.2,96.5,1011.094
2008,5,13,19,0,8.23,67.8,26.2,96.5,1010.356
2008,5,13,20,0,8.65,63.8,26.0,96.7,1009.542
2008,5,13,21,0,8.67,60.5,26.0,96.6,1009.426
2008,5,13,22,0,8.64,60.1,25.9,97.0,1009.672
2008,5,13,23,0,8.45,55.8,25.8,97.0,1010.236
2008,5,14,0,0,8.63,53.7,25.9,96.9,1011.051
2008,5,14,1,0,8.78,54.7,25.9,96.9,1011.241
2008,5,14,2,0,9.01,59.3,25.9,96.9,1012.257
2008,5,14,3,0,9.07,65.5,25.8,96.9,1012.388
2008,5,14,4,0,9.33,71.0,25.8,96.9,1012.591
2008,5,14,5,0,9.47,74.8,25.7,97.0,1012.306
2008,5,14,6,0,9.57,78.1,25.6,97.1,1011.69
2008,5,14,7,0,9.79,79.8,25.5,97.3,1011.112
2008,5,14,8,0,9.88,80.7,25.5,97.1,1011.05
2008,5,14,9,0,9.76,81.1,25.6,97.0,1011.008
2008,5,14,10,0,9.35,81.6,25.8,96.3,1011.129
2008,5,14,11,0,9.55,83.8,25.7,96.4,1011.686
2008,5,14,12,0,9.35,83.4,25.9,96.0,1012.131
2008,5,14,13,0,9.17,82.0,26.0,96.2,1012.085
2008,5,14,14,0,9.07,81.2,26.1,96.5,1012.51
2008,5,14,15,0,8.16,78.7,26.1,96.7,1012.227
2008,5,14,16,0,7.43,73.4,26.2,96.6,1011.821
2008,5,14,17,0,7.11,68.1,26.3,96.6,1011.504
2008,5,14,18,0,7.38,65.0,26.2,96.7,1010.491
2008,5,14,19,0,7.83,62.2,26.2,96.8,1010.178
2008,5,14,20,0,8.22,59.4,26.0,96.9,1009.303
2008,5,14,21,0,8.26,54.7,25.9,96.9,1009.128
2008,5,14,22,0,8.3,56.0,25.9,96.8,1009.045
2008,5,14,23,0,8.27,53.7,25.9,96.8,1009.781
2008,5,15,0,0,8.28,53.9,25.9,96.8,1010.787
2008,5,15,1,0,8.07,56.5,25.9,96.7,1011.402
2008,5,15,2,0,8.26,61.9,25.9,96.6,1012.348
2008,5,15,3,0,8.46,66.8,25.9,96.5,1012.509
2008,5,15,4,0,8.59,69.9,25.8,96.7,1012.747
2008,5,15,5,0,8.51,72.5,25.8,96.7,1012.062
2008,5,15,6,0,8.51,74.2,25.7,96.8,1011.57
2008,5,15,7,0,8.52,76.9,25.7,96.9,1011.011
2008,5,15,8,0,8.73,79.8,25.7,96.8,1010.751
2008,5,15,9,0,8.8,81.1,25.7,96.7,1010.911
2008,5,15,10,0,7.56,76.4,25.8,96.5,1011.568
2008,5,15,11,0,7.97,75.4,25.8,96.5,1011.751
2008,5,15,12,0,8.22,75.9,25.8,96.8,1012.786
2008,5,15,13,0,8.1,76.1,25.9,96.9,1012.716
2008,5,15,14,0,7.66,73.1,25.9,97.1,1013.242
2008,5,15,15,0,7.86,72.9,26.0,97.0,1013.138
2008,5,15,16,0,7.73,71.1,26.2,97.0,1012.664
2008,5,15,17,0,7.71,68.5,26.2,97.1,1012.237
2008,5,15,18,0,7.69,66.0,26.1,97.2,1011.312
2008,5,15,19,0,7.54,63.9,26.0,97.2,1010.672
2008,5,15,20,0,7.62,60.3,26.0,97.2,1009.749
2008,5,15,21,0,7.89,55.4,25.9,97.4,1009.552
2008,5,15,22,0,7.88,53.9,26.0,97.3,1009.411
2008,5,15,23,0,8.22,52.6,25.9,97.5,1009.557
2008,5,16,0,0,8.26,56.8,25.9,97.4,1010.39
2008,5,16,1,0,8.44,60.5,26.0,97.4,1011.241
2008,5,16,2,0,8.58,62.6,26.0,97.5,1012.082
2008,5,16,3,0,8.7,64.1,26.0,97.6,1012.387
2008,5,16,4,0,8.91,67.2,26.0,97.5,1012.763
2008,5,16,5,0,8.63,68.3,25.8,97.7,1012.082
2008,5,16,6,0,8.59,70.2,25.9,97.8,1011.751
2008,5,16,7,0,8.35,72.5,25.8,97.7,1011.463
2008,5,16,8,0,9.07,73.5,25.7,97.8,1010.914
2008,5,16,9,0,9.6,75.0,25.7,97.7,1011.478
2008,5,16,10,0,9.25,77.8,25.6,97.9,1012.13
2008,5,16,11,0,9.37,79.1,25.6,97.9,1012.658
2008,5,16,12,0,9.5,79.8,25.6,97.7,1013.139
2008,5,16,13,0,9.64,83.1,25.6,97.6,1013.614
2008,5,16,14,0,9.35,85.0,25.7,97.4,1014.337
2008,5,16,15,0,8.49,83.8,25.9,97.2,1014.05
2008,5,16,16,0,8.02,78.3,25.9,97.1,1013.976
2008,5,16,17,0,7.86,74.4,26.0,96.9,1012.991
2008,5,16,18,0,7.85,70.2,26.1,96.8,1012.132
2008,5,16,19,0,8.01,68.2,25.9,97.0,1010.719
2008,5,16,20,0,8.16,66.9,26.0,96.9,1010.012
2008,5,16,21,0,8.21,66.1,25.8,96.9,1009.618
2008,5,16,22,0,7.74,67.9,25.8,97.0,1009.583
2008,5,16,23,0,7.62,67.7,25.8,97.2,1009.732
2008,5,17,0,0,7.95,70.6,25.8,97.2,1010.332
2008,5,17,1,0,8.63,70.9,25.7,97.2,1011.034
2008,5,17,2,0,9.3,71.5,25.8,97.1,1011.904
2008,5,17,3,0,9.6,72.3,25.8,97.2,1012.228
2008,5,17,4,0,9.76,74.2,25.8,97.3,1012.478
2008,5,17,5,0,9.67,74.7,25.8,97.5,1012.364
2008,5,17,6,0,9.58,74.5,25.7,97.5,1012.104
2008,5,17,7,0,9.72,74.1,25.6,97.7,1011.602
2008,5,17,8,0,9.81,73.1,25.6,97.6,1011.498
2008,5,17,9,0,9.83,71.5,25.3,98.0,1011.516
2008,5,17,10,0,10.2,74.5,25.8,96.4,1011.71
2008,5,17,11,0,10.33,73.8,25.5,96.7,1012.145
2008,5,17,12,0,10.39,74.0,25.8,96.4,1012.67
2008,5,17,13,0,10.41,74.6,25.9,96.3,1013.246
2008,5,17,14,0,10.32,76.4,26.0,96.2,1013.901
2008,5,17,15,0,9.96,77.3,26.1,95.8,1013.786
2008,5,17,16,0,9.48,75.6,26.2,96.0,1013.631
2008,5,17,17,0,8.78,73.0,26.2,96.3,1012.904
2008,5,17,18,0,8.38,68.8,26.3,96.3,1012.103
2008,5,17,19,0,8.42,62.7,26.3,96.2,1010.789
2008,5,17,20,0,8.71,62.8,26.2,96.3,1010.098
2008,5,17,21,0,8.35,62.3,26.3,96.2,1010.052
2008,5,17,22,0,8.28,65.7,26.2,96.4,1010.021
2008,5,17,23,0,7.97,66.2,26.2,96.6,1011.025
2008,5,18,0,0,8.08,68.6,26.2,96.7,1011.572
2008,5,18,1,0,8.64,68.8,26.2,96.8,1011.926
2008,5,18,2,0,8.88,72.4,26.2,96.8,1012.583
2008,5,18,3,0,9.1,76.8,26.2,96.9,1012.797
2008,5,18,4,0,9.07,81.1,26.2,97.1,1012.698
2008,5,18,5,0,9.16,82.6,26.1,97.2,1012.406
2008,5,18,6,0,9.36,82.2,25.9,97.4,1011.728
2008,5,18,7,0,9.55,82.9,25.8,97.4,1010.963
2008,5,18,8,0,9.62,83.4,25.8,97.6,1010.741
2008,5,18,9,0,9.55,84.8,25.7,97.6,1011.288
2008,5,18,10,0,9.3,82.6,25.8,97.3,1011.705
2008,5,18,11,0,9.28,82.1,25.7,97.3,1011.93
2008,5,18,12,0,9.28,81.1,25.8,97.2,1012.565
2008,5,18,13,0,9.28,81.6,26.0,97.0,1012.872
2008,5,18,14,0,9.23,82.4,26.1,96.7,1013.462
2008,5,18,15,0,8.78,78.7,26.3,96.4,1013.561
2008,5,18,16,0,8.7,75.5,26.4,96.5,1012.944
2008,5,18,17,0,8.54,72.9,26.3,96.8,1012.44
2008,5,18,18,0,8.41,70.9,26.2,97.1,1011.617
2008,5,18,19,0,8.67,68.0,26.2,97.1,1010.323
2008,5,18,20,0,9.35,68.0,26.2,97.2,1009.789
2008,5,18,21,0,9.08,68.0,26.2,97.2,1009.874
2008,5,18,22,0,9.35,70.0,26.2,97.0,1009.483
2008,5,18,23,0,8.67,72.2,26.1,97.2,1010.256
2008,5,19,0,0,7.83,71.1,26.2,97.2,1010.812
2008,5,19,1,0,8.13,73.1,26.2,97.3,1011.925
2008,5,19,2,0,8.49,75.8,26.2,97.4,1012.994
2008,5,19,3,0,8.48,75.8,26.1,97.4,1013.208
2008,5,19,4,0,9.02,77.5,26.1,97.4,1013.151
2008,5,19,5,0,9.06,79.2,26.0,97.5,1012.79
2008,5,19,6,0,9.13,80.2,25.9,97.5,1012.161
2008,5,19,7,0,9.22,81.2,25.8,97.7,1011.876
2008,5,19,8,0,9.27,84.0,25.8,97.7,1011.799
2008,5,19,9,0,9.57,85.5,25.8,97.8,1011.868
2008,5,19,10,0,9.87,88.2,25.9,97.5,1011.699
2008,5,19,11,0,9.54,88.6,25.9,97.4,1012.254
2008,5,19,12,0,9.35,89.1,25.9,97.4,1013.349
2008,5,19,13,0,9.51,87.9,25.9,97.3,1013.722
2008,5,19,14,0,9.75,86.5,26.1,97.0,1014.327
2008,5,19,15,0,9.48,82.7,26.2,96.6,1014.076
2008,5,19,16,0,9.16,79.9,26.3,96.7,1013.756
2008,5,19,17,0,8.89,76.7,26.4,96.9,1013.167
2008,5,19,18,0,8.7,72.9,26.4,96.9,1012.171
2008,5,19,19,0,8.89,67.9,26.2,97.2,1011.005
2008,5,19,20,0,9.17,65.5,26.3,96.9,1010.19
2008,5,19,21,0,9.36,68.5,26.4,96.8,1010.544
2008,5,19,22,0,9.51,71.9,26.3,97.1,1010.21
2008,5,19,23,0,8.44,67.2,26.3,97.3,1010.664
2008,5,20,0,0,8.92,70.2,26.3,97.4,1011.194
2008,5,20,1,0,9.24,75.1,26.3,97.4,1011.902
2008,5,20,2,0,8.84,77.9,26.2,97.4,1012.777
2008,5,20,3,0,8.61,79.9,26.2,97.4,1013.032
2008,5,20,4,0,8.78,83.4,26.2,97.2,1012.928
2008,5,20,5,0,8.77,87.1,26.1,96.9,1012.681
2008,5,20,6,0,9.12,90.0,26.0,96.7,1011.981
2008,5,20,7,0,9.32,91.0,26.0,96.7,1011.718
2008,5,20,8,0,9.39,91.0,25.9,96.8,1011.536
2008,5,20,9,0,9.56,91.8,26.0,96.5,1011.864
2008,5,20,10,0,8.95,94.7,26.0,96.5,1012.268
2008,5,20,11,0,8.76,92.7,26.0,96.5,1012.691
2008,5,20,12,0,8.83,89.4,26.1,96.4,1013.472
2008,5,20,13,0,8.96,87.3,26.2,96.3,1013.629
2008,5,20,14,0,8.95,86.1,26.3,96.2,1014.079
2008,5,20,15,0,8.5,82.3,26.3,96.3,1014.23
2008,5,20,16,0,8.28,78.0,26.3,96.3,1014.043
2008,5,20,17,0,8.46,74.3,26.3,96.3,1013.329
2008,5,20,18,0,8.8,71.2,26.2,96.3,1012.029
2008,5,20,19,0,8.79,67.0,26.2,96.1,1011.008
2008,5,20,20,0,8.44,63.7,26.2,95.8,1010.312
2008,5,20,21,0,8.76,63.1,26.1,96.0,1010.375
2008,5,20,22,0,8.37,67.3,26.1,96.0,1010.404
2008,5,20,23,0,7.59,66.5,26.1,96.0,1010.521
2008,5,21,0,0,7.45,67.4,26.1,96.0,1011.242
2008,5,21,1,0,7.58,72.9,26.1,96.0,1012.041
2008,5,21,2,0,7.61,76.4,26.1,96.0,1012.644
2008,5,21,3,0,8.25,79.4,26.2,95.7,1012.85
2008,5,21,4,0,9.14,83.4,26.1,95.8,1012.837
2008,5,21,5,0,9.27,86.4,26.0,96.0,1012.403
2008,5,21,6,0,9.35,87.9,25.9,96.1,1011.788
2008,5,21,7,0,9.14,89.3,25.8,96.1,1011.368
2008,5,21,8,0,9.07,90.0,25.7,96.1,1010.943
2008,5,21,9,0,9.03,89.9,25.7,95.8,1010.924
2008,5,21,10,0,8.97,94.9,25.8,95.4,1010.905
2008,5,21,11,0,9.11,97.9,25.7,95.8,1011.179
2008,5,21,12,0,9.22,97.0,25.8,95.7,1011.822
2008,5,21,13,0,9.02,96.4,25.7,95.8,1012.318
2008,5,21,14,0,8.75,94.2,25.8,95.7,1012.876
2008,5,21,15,0,8.52,91.4,25.9,95.4,1012.874
2008,5,21,16,0,8.21,87.4,26.0,95.5,1012.679
2008,5,21,17,0,7.75,79.0,26.1,95.3,1012.233
2008,5,21,18,0,7.55,70.2,26.0,95.7,1011.555
2008,5,21,19,0,7.72,64.2,26.1,95.3,1010.759
2008,5,21,20,0,7.92,61.6,26.0,95.4,1010.033
2008,5,21,21,0,8.33,59.9,25.9,95.6,1009.527
2008,5,21,22,0,8.36,60.2,25.8,95.8,1009.809
2008,5,21,23,0,8.53,61.1,25.7,95.9,1009.982
2008,5,22,0,0,8.79,63.8,25.7,95.9,1010.582
